5 gastropods pulled some aloe vera gel.,-2,gastropods can't pull aloe vera gel,Physical,FALSE,
A human adult purchases a cauliflower a computer password.,1,,,FALSE,
A corporation will share some petroleum lubricant a transportation company.,0,sentence doesn't make sense,,FALSE,
A human baby was injecting some B12 vitamin into null.,NULL,,,FALSE,
Judy destines a human adult to accomplish a terminating employment.,1,,,FALSE,
Maurice reads a a report.,1,"extra ""a""",,FALSE,
Eight humans acquires from an art school a human adult.,1,,,FALSE,
A company- military assails.,2,,,FALSE,
Zero human children pestles a lyrics.,-2,lyrics can't be pestled,"FoodFromPlant,BiologicallyActiveSubstance",FALSE,
A human child shoots 14.161 moles of shiga toxin into null.,NULL,,,FALSE,
A viral disease has not infected a variola minor.,0,sentence is unclear,,FALSE,
Two human babys befriend Claudia.,2,,,FALSE,
A human was classing a finite set.,2,,,FALSE,
A human adult toys.,0,sentence seems to be incomplete,,FALSE,
A medulla matches a Snellen chart a ship deck.,0,sentence doesn't make sense,,FALSE,
8 humans will be befriending Gloria.,2,,,FALSE,
A heavy machine gun platoon was attacking.,2,,,FALSE,
Some industrial alcohol was poisonning a coffea arabica.,2,,,FALSE,
A human child pressed a costae verae.,2,,,FALSE,
A stage coach reproduced a cannula.,2,,,FALSE,
A hominid isn't running Frederick.,1,,,FALSE,
A gastropod catches at a cabbage.,1,"should be ""a gastropod catches a cabbage""",,FALSE,
A baptistsamfundet doesn't ascertain.,1,,,FALSE,
A human doesn't store a christian bible.,2,,,FALSE,
Morris expresses a washing device to 9 men.,2,,,FALSE,
A human child will not steal some precious gemstone from a family group.,2,,,FALSE,
Ten human children are playing.,2,,,FALSE,
Who will be borrowing from a missile null?,NULL,,,FALSE,
A human child got from a playground null.,NULL,,,FALSE,
A tick borne encephalitis virus is relinquishing a bacillus cereus.,-2,ticks can't reliquish a bacillus cereus,,FALSE,
A human will be setting a vehicle light.,2,,,FALSE,
Who was acquiring from a Shaftesbury society 9 human children?,0,,,FALSE,
A man dodges a car alarm.,2,,,FALSE,
An aortic arch is dissevering from a C4 vertebra bone.,-2,a vessel can't dissever from a bone,,FALSE,
An unit of measure was not fortifying.,-2,a unit of measure can't do this,AutonomousAgent,FALSE,
A poodle comprehends a text.,-2,poodles can't comprehend text,AutonomousAgent,FALSE,
10 coniferss protect an atmospheric region.,1,extra 's' in conifers,,FALSE,
An arachnid assails.,2,,,FALSE,
A human operated Alba.,0,,,FALSE,
Derrick will pour 0.858 teus of espresso into a bag.,1,,,FALSE,
A human child points 0 lumbar vertebra bones with a hand tool.,0,,,FALSE,
Jacinta will be evincing a residence to a right intermediate phalanx III bone.,1,,,FALSE,
A gastropod was ducking to avoid a a poster.,1,,,FALSE,
William is determining a gyrator.,2,,,FALSE,
A wastebasket is choking a right true rib 2 bone.,-2,,AutonomousAgent,FALSE,
Some RNA molecule loaned a pipeline to null.,NULL,,,FALSE,
A human child doesn't inherit a doll.,2,,,FALSE,
9 human adults will be envisaging some sorbet.,1,,,FALSE,
A human wasn't borrowing from a left calcaneus bone null.,NULL,,,FALSE,
Some wood alcohol is poisonning a yellow fever virus.,1,,,FALSE,
A pendulum compared a market.,-2,a pendulum can't compare,AutonomousAgent,FALSE,
Bertie will toy.,1,,,FALSE,
A monkey is lubricating some petroleum product.,1,,,FALSE,
A fungal agent radiates a jumper cable a finger.,-2,a fungal can't radiate a jumper cable,,FALSE,
A deity doesn't command an angel.,2,,,FALSE,
An Aspen tree strangled four common wheat grains.,-2,a tree can't strangle,AutonomousAgent,FALSE,
6 tax returns will suffer 7 ocular group arterys a SARS_CoV-2.,-3,doesn't make sense,,FALSE,
A vehicle wheel roughened a curb.,2,,,FALSE,
A human adult is thinking a history.,1,"should be ""a human adult is thinking history""",,FALSE,
Who was seating a human youth to a an auditorium seat?,1,a' doesn't need to be in the sentence,,FALSE,
A rodent doesn't drink some vodka.,2,,,FALSE,
19.11 liters of alcoholic beverage won't be fermenting.,2,,,FALSE,
Eight humans was assisting UNK_PERSON_1.,0,,,FALSE,
A man is attacking.,2,,,FALSE,
A human child was slicing a handle with a forty eight foot container.,2,,,FALSE,
A letter will protect some potable water.,0,,,FALSE,
A domestic cat fired.,-2,a cat can't fire,"AutonomousAgent, Device",FALSE,
A social unit has not evacuated from an apartment building.,2,,,FALSE,
Who is disbursing Cheryl?,2,,,FALSE,
A submerged land area closes.,2,,,FALSE,
Morgan doesn't seat a man to a an auditorium seat.,1,a' doesn't need to be in the sentence,,FALSE,
Zero mosquitoes won't hear a thunder.,1,,,FALSE,
An unit of area is minifying.,1,,,FALSE,
Alfonso won't purchase a Seagull outboard an embassy building.,0,sentence doesn't make sense,,FALSE,
A kufiyyah is suffering 5 right intermediate phalanx II bones a squirrel.,0,sentence doesn't make sense,,FALSE,
A human isn't shooting some vollum 1B into a vertebrate.,2,,,FALSE,
A human child is designing a Bunny.,2,,,FALSE,
A cow buries a fabric.,2,,,FALSE,
A human child will smoke a ladder.,-1,a child can't smoke a ladder,Plant,FALSE,
Zero humans was dumping eight knees.,1,,,FALSE,
A human is breaking a non-invasive ventilator.,2,,,FALSE,
An unit of volume will strengthen.,2,,,FALSE,
A human adult wasn't advertizing a convention center to a human adult.,2,,,FALSE,
An infantry company will be replacing an internal combustion engine for a health department.,2,,,FALSE,
A human will be including a set of equations.,2,,,FALSE,
A human adult binds a Covenant church to seven audio visual files.,2,,,FALSE,
A rotor won't suffer 5 puppies 0 texts.,0,sentence doesn't make sense,,FALSE,
A hoofed mammal is not kicking an exoskeleton with a saddle.,1,,,FALSE,
A human child forgives a private railcar to null.,NULL,,,FALSE,
A human shoots some medicine into a girl.,2,,,FALSE,
A balloon will inflate with a skylight.,-1,a skylight can't inflate like a balloon,"Helium, Air",FALSE,
A man will shoot a firearm.,2,,,FALSE,
5 humans was wading through a creek.,2,,,FALSE,
A residence was ironning a school building.,-1,a buliding can't be ironed,"Fabric, Artifact",FALSE,
A poultry dumps a plasma membrane.,-2,poultry can't dump plasma membrane,AutonomousAgent,FALSE,
An Apostolic church selected a political party.,2,,,FALSE,
An HIV virus was charging.,-2,virus can't charge,ElectronicDevice,FALSE,
A human baby born a lathe a workshop.,0,sentence doesn't make sense,,FALSE,
A human will bear a tail a prairie.,0,sentence doesn't make sense,,FALSE,
Who has not subjected some crab to null?,NULL,,,FALSE,
Some ice froze.,2,,,FALSE,
A human adult is hearing an echoing.,2,,,FALSE,
A deity will be planning a Land Transportation Service.,1,,,FALSE,
4 humans will break 6 cuneiform bones.,2,,,FALSE,
A human acts.,2,,,FALSE,
A human judged a pencil.,2,,,FALSE,
A human will be interpretting a message.,2,,,FALSE,
10 humans impersonates.,2,,,FALSE,
Five calves are pulling a vineyard.,-2,vineyard can't be pulled,Vehicle,FALSE,
16.846 pints of freshwater dilutes some saline solution.,2,,,FALSE,
A water current will be compressing a self connected object.,2,,,FALSE,
A balloon inflates with a spelt wheat grass.,1,,,FALSE,
A fish will kick a ship deck with a fish factory ship.,-2,a ship can't kick,AutonomousAgent,FALSE,
A delta relinquishes zero medullae.,-3,sentence does not make sense,,FALSE,
A human child wasn't studying a hotel unit.,2,,,FALSE,
A hen will be wetting 4.60 registry tons of ground water to some meat.,-2, a hen can't do this,,FALSE,
A viral agent will be rendering a financial text into a language family.,-2,a viral agent is not capable of rendering text,AutonomousAgent,FALSE,
Inna has not helped Fiona.,2,,,FALSE,
A ship suffers a printed sheet a factual text.,-3,sentence doesn't make sense,AutonomousAgent,FALSE,
Felix will intercommunicate with Susan.,2,,,FALSE,
Andy interprets a series.,2,,,FALSE,
2 photographs will hide two VaccinationCards.,1,"needs a space between ""vaccination cards"" and capital is not necessary",,FALSE,
A human adult is smoking a left proximal foot phalanx III bone.,1,,,FALSE,
A human is soldering some brass.,2,,,FALSE,
A human is reproducing 9 wheat grasss.,2,,,FALSE,
Murphy will grant 7 patents.,2,,,FALSE,
A video display will assail.,0,this sentence is vague. is the video display showing something disturbing?,,FALSE,
A human youth will bury an academic degree.,2,,,FALSE,
Nine humans bears a plant root a territory code.,-3,sentence doesn't make sense,Physical,FALSE,
4 humans will fry some chocolate candy.,2,,,FALSE,
A human child was wading through a river.,2,,,FALSE,
Who doesn't show an emotional state to a human adult?,2,,,FALSE,
An escherichia coli0157 h7 passes some urine from 10 kidnies.,-2,"escherichia coli0157 h7 doesn't come from kidneys, it's a foodborne pathogen",Human,FALSE,
Who doesn't produce a sports facility to null?,NULL,,,FALSE,
Eight humans has not borrowed from a tachometer a human adult.,1,"most likely should be ""...borrowed a tachometer from a human adult""",,FALSE,
Geoffrey disbursed Lydia.,-2,disburse is not used correctly in this sentence,FinancialInstrument,FALSE,
A canal structure will be refinancing a mortgage.,-2,a canal structure can't refinance,Organization,FALSE,
A domestic dog perceives a rice grain.,2,,,FALSE,
A deity will clean 9 left false rib 11 bones.,1,,,FALSE,
Two human babys are comparing a group of animals.,1,,,FALSE,
Nancy binds 2 plant stems to a flowering plant.,2,,,FALSE,
A bacterium penalised a lassa virus.,-2,a bacterium can't penalize,BiologicalProcess,FALSE,
A molotov cocktail was grinding an exhaust valve.,-2,a molotov cocktail can't grind an exhaust valve,HandTool,FALSE,
Boris helps Sally.,2,,,FALSE,
A doorway smoothed a form text.,-2,a doorway can't smooth a form text,AutonomousAgent,FALSE,
An employer refinanced a mortgage.,2,,,FALSE,
A human child befriended Boris.,2,,,FALSE,
Who bombards a lime?,2,,,FALSE,
A hominid was dreaming.,2,,,FALSE,
Michelle will be understanding a motion picture.,2,,,FALSE,
Who told a legal opinion?,2,,,FALSE,
Nine human adults will telephone Janet a smart phone.,1,"mostl likely should be ""...telephone Janet through a smart phone""",,FALSE,
A chain separates from a gear.,2,,,FALSE,
3 virus single strandeds eliminates a red current from a salivary gland.,-3,sentence does not make sense,,FALSE,
A metallurgical plant burns.,2,,,FALSE,
Who dodged a fire extinguisher?,2,,,FALSE,
Some beer boiled.,2,,,FALSE,
A human child ties a hot tub to some blood.,-2,a hot tub can't be tied to blood,Artifact,FALSE,
1.2656 united states gallons of alcoholic beverage will be burning.,2,,,FALSE,
Ten rotaviruss replaced a transit terminal for a transitway.,-2,a rotavirus can't replace a transit terminal,,FALSE,
An acidity measure was decreasing.,2,,,FALSE,
A tax return works.,2,,,FALSE,
A human child will designate a human child to accomplish a perspiring (hands).,-3,perspiring can't be designated,Planning,FALSE,
Who will be assorting a set of equations?,2,,,FALSE,
A human shows an emotional state to null.,NULL,,,FALSE,
A picture frame matches an arugula a right proximal foot phalanx I bone.,-3,sentence doesn't make sense,,FALSE,
An agency has not replaced a city missions for a wholesale store.,1,,,FALSE,
A human child will be pestling a book.,1,,,FALSE,
A mycobacterium tuberculosis will not be wetting some steam to a vagina.,-3,sentence doesn't make sense,,FALSE,
Greta is driving a ship.,2,,,FALSE,
Five humans is creating a power source.,2,,,FALSE,
Ten botanical trees were sharing a descriptor a port city.,-3,sentence doesn't make sense,,FALSE,
A hominid is nodding a paystub.,-1,it doesn't make sense to nod a paystub,Head,FALSE,
Some methanol won't poison zero genetically engineered organisms.,1,,,FALSE,
A cinema is supporting a bust an abdomen.,-2,a cinema can't bust an abdomen,AutonomousAgent,FALSE,
Some water cloud will not be frosting.,2,,,FALSE,
A biped was finding from a medical school.,-3,sentence doesn't make sense,AutonomousAgent,FALSE,
Jed will study a dorsal artery of clitoris.,2,,,FALSE,
A corynebacterium diphtheriae shared some feces a Fellowship of churches of Christ.,-3,sentence doesn't make sense,,FALSE,
A human child raises.,2,,,FALSE,
Some ice will be vaporising into a shore area.,2,,,FALSE,
A human gives a pay check to null.,NULL,,,FALSE,
A human canvass eight dining guides.,1,,,FALSE,
A mass measure minifies.,2,,,FALSE,
A human finds a propositional attitude.,-2,"it doesn't make sense to ""find"" a propositional attitude",Perception,FALSE,
A human adult vandalizes a certificate.,2,,,FALSE,
A spring matches a worm three canines.,-3,,,FALSE,
Walter was searching for a an object.,1,"""a"" is unnecessary",,FALSE,
An engineering component will compound with a gearbox.,2,,,FALSE,
Ingrid will be outraging Alba.,2,,,FALSE,
A Facility will be firing.,2,,,FALSE,
A deer was hitting a device.,2,,,FALSE,
A cow wasn't killing.,2,,,FALSE,
A human adult chose UNK_LOC_1.,NULL,,,FALSE,
An unit of measure lessened.,2,,,FALSE,
Six staphylococcus aurei won't kill a virus single stranded.,2,,,FALSE,
Four humans chose seven medial femoral circumflex descending acetabular branch arterys.,-3,unclear what the sentence is trying to convey,,FALSE,
A human has not purchased a sports ground a physical address.,2,,,FALSE,
Some gun powder fires.,2,,,FALSE,
Derek was farming 6 grass plants.,2,,,FALSE,
A Fellowship of churches of Christ compounds with 6.3640 atom grams of salt.,1,,,FALSE,
An unit of volume is strengthenning.,2,,,FALSE,
A human child compounds with some veal.,1,,,FALSE,
Bridget waters a greater palatine artery.,-2,doesn't make sense to water an artery,Plant,FALSE,
Eight right distal phalanx III bones spray some milk foam.,-2,bones can't spray milk foam,,FALSE,
3 human adults will be irrigating 7 registered bonds.,-2,doesn't make sense to irrigate bonds,Plant,FALSE,
A primate will imbibe 10.889 liters of liqueur.,1,,,FALSE,
A pelvic bone will contract a barley grass.,-2,a pelvic bone can't contract grass,Muscle,FALSE,
A calf kicked a voluntary muscle with a drum.,1,,,FALSE,
An aquatic mammal will choose some marijuana.,1,,,FALSE,
A mosquito will not be killing a japanese encephalitis virus.,2,,,FALSE,
Four hominids respires a hotel function room.,-2,doesn't make sense to respire a hotel function room,"Oxygen, Air",FALSE,
An elephant visits a land area to a lowland area.,2,,,FALSE,
9 viruss will kill.,1,"extra ""s"" in ""viruss""",,FALSE,
A human is massaging a man.,2,,,FALSE,
Who will choreograph a performance?,2,,,FALSE,
A human will be advertizing a Peterbilt to null.,NULL,,,FALSE,
A human child was purchasing a forearm a confining.,-3,sentence doesn't make sense,Artifact,FALSE,
A human child is farming a kitten.,1,,,FALSE,
A man will be braking a truck trailer.,2,,,FALSE,
Some vitamin K will chill 9 top news feeds.,-3,sentence doesn't make sense,,FALSE,
Ten humans reproduced an ape.,-3,not possible,Mammal,FALSE,
Some ice was freezing.,2,,,FALSE,
Sharon ideates a mental branch artery.,1,,,FALSE,
A femur turned.,2,,,FALSE,
A clostridium perfringens won't be famishing eight cows.,-2,not sure if clostridium perfringens can famish cows ,AutonomousAgent,FALSE,
2 humans wasn't performing.,1,,,FALSE,
6.767 teus of soup stock works.,1,,,FALSE,
A human adult is befriending Roger.,2,,,FALSE,
A lip is precipitating a pulmonary artery a mouse.,-3,sentence doesn't make sense,,FALSE,
A man buys a circulus arteriosus major a stock index.,-3,sentence doesn't make sense,,FALSE,
A genetically engineered organism is exchanging some drug candidate for a cargo vehicle.,-2,an organism is not capable of exchanging drugs,AutonomousAgent,FALSE,
An eutelsat will divide from a hotel unit.,1,,,FALSE,
A human adult voted.,2,,,FALSE,
A human adult will not be remembering a pension plan.,2,,,FALSE,
Nine humans will act.,2,,,FALSE,
A government will not be protecting a voting poll.,2,,,FALSE,
A calf drunk some whole milk.,2,,,FALSE,
Some water is firing.,1,,,FALSE,
A man solders some brass.,2,,,FALSE,
Valentine is voting.,2,,,FALSE,
An aquatic mammal determined from a post secondary school.,0,sentence seems imcomplete,,FALSE,
A human treats a hand tool.,2,,,FALSE,
A donkey makes a left hepatic artery.,-2, a donkey can't make an artery,Communication,FALSE,
A ship berth swops a climbing carabiner with an insurance company.,-1,a ship berth can't exchange,AutonomousAgent,FALSE,
A human adult assisted UNK_PERSON_2.,NULL,,,FALSE,
A human produced a recording studio to null.,NULL,,,FALSE,
Oscar mailed 9 animal anatomical structures to a tray.,1,,,FALSE,
A hard disk drive won't run.,2,,,FALSE,
A customer support will be sharing a ship cabin a public.,0,sentence doesn't make sense,,FALSE,
A rattlesnake will be hunting a vertebrate.,2,,,FALSE,
A human wades through an ocean.,2,,,FALSE,
8 domestic cats are not wetting 14.6 cubic foots of rain to some soup stock.,0,sentence doesn't make sense,,FALSE,
A human adult voted.,2,,,FALSE,
Carol will be studying a chromosome.,2,,,FALSE,
A coral reef is closing.,1,closing as in no more growth?,,FALSE,
An index doesn't strengthen.,0,sentence is vague,,FALSE,
Denis was examining at a reproductive body.,1,,,FALSE,
A human youth is stealing a coffee arabica from a hospital chapel.,2,,,FALSE,
A human baby shot 3.02 grams of conotoxin into a woman.,2,,,FALSE,
A human adult kicks a torso with a Snap_On ratchet.,0,what is Snap_On?,,FALSE,
A transmission is not compounding with a hydropower water area.,2,,,FALSE,
A snake wasn't comprehending a signalling.,2,,,FALSE,
A permanent magnet dc motor doesn't combine with a hard disk drive.,2,,,FALSE,
A human adult will not vote.,2,,,FALSE,
An aquatic mammal won't be spraying some milk foam.,2,,,FALSE,
A leech smelt with an eyebrow.,-2,leeches don't have eybrows,Head,FALSE,
3 humans acts.,2,,,FALSE,
Some sake wrought.,2,,,FALSE,
A hoofed mammal kicked a wool with a pulse oximeter.,-3,"""wool"" can't be kicked like a ball can be kicked; pulse oximeter is a tool to measure oxygen and not used for kicking",Ball,FALSE,
A human adult is massaging a human adult.,2,,,FALSE,
A human youth doesn't shout.,2,,,FALSE,
A man won't be waving with a handheld anti-tank grenade launcher.,2,,,FALSE,
A human baby won't shoot 16.55 amus of tetrodotoxin into null.,NULL,,,FALSE,
UNK_ORG_1 will be pointing a liver with a medial inferior genicular artery.,NULL,,,FALSE,
A novel was radiating a chimney a plantain.,-2,a novel can't radiate,,FALSE,
Who will not be pipping a m60?,-1,pipping is to crack the shell of a negg when hatching,Egg,FALSE,
A human adult was pilotting an airplane.,2,,,FALSE,
Who was buying a dormitory a smart phone?,-2,dormitory can't own a smart phone,AutonomousAgent,FALSE,
Seven humans was guiding Alfred.,2,,,FALSE,
7 staphylococcus aurei were killing five marburg viruss.,1,,,FALSE,
A warm blooded vertebrate protected a compartment.,1,,,FALSE,
Olga will not be advertising a Facebook account to null.,NULL,,,FALSE,
Jessie disclosed 14 united kingdom gallons of V series nerve agent to a funeral arranger.,-1,,,FALSE,
Some lipoprotein will be chilling.,2,,,FALSE,
Who is hearing an instrumental music?,2,,,FALSE,
Who was searching for a an arthropod?,2,,,FALSE,
Four human children were pestling some compound substance.,2,,,FALSE,
A superior gluteal deep branch artery will be strangling a monoploid cell.,-2,,,FALSE,
A vaccinatable disease infects a vaccinia virion.,2,,,FALSE,
An assembly station combines with a fuel injector.,-1,a station can't combine with a fuel injector,Vehicle,FALSE,
Joan was discovering a biological attribute.,2,,,FALSE,
Paula tasted some spice.,2,,,FALSE,
A human is uploading an audio file.,2,,,FALSE,
Three human children fished 9 salmons.,2,,,FALSE,
Eight human children are not searching for a a brood.,2,,,FALSE,
A human discovers a radio receiver to an afro asiatic language.,0,,,FALSE,
A human child will not be singing a song with a speaking a long utterance.,0,,,FALSE,
A human youth protected a safety device.,2,,,FALSE,
A restaurant is selling some beverage a book store.,-3,,,FALSE,
A human doesn't include a finite set.,2,,,FALSE,
A human child was soldering some brass.,2,,,FALSE,
15.3 amus of cocoa liquor works.,2,,,FALSE,
A human child won't mail a letter.,2,,,FALSE,
A man punched 5 heads.,2,,,FALSE,
0 woody plants compact a tetraploid cell.,1,,,FALSE,
An educational organization will be finding from a museum.,-3,find what?,Artifact,FALSE,
Ten men doesn't point a dishdashah with an artifact.,0,what is dishdashah?,,FALSE,
Who was beckonning with a hand?,2,,,FALSE,
A human adult is compounding with a correspondence.,-2,,CurrencyMeasure,FALSE,
A human child is canvassing some blood plasma.,1,,,FALSE,
An alligator was running a reptile.,-3,"""...running after a reptile""",,TRUE,
10 worms will be smelling with a corynebacterium diphtheriae.,-2,subject being corynebacterium diphtheriae is incorrect,"BodyCovering, Head",FALSE,
Annabel toys.,2,,,FALSE,
A file device is smoothing 9.0 Ounces of rust.,-2,file device can't remove rust,Substance,FALSE,
A city missions will be losing a baptistsamfundet.,-2,what is baptistsamfundet?,Facility,FALSE,
Some ice will chill some fossil fuel.,2,,,FALSE,
A queen insect watched at an HIV virus.,1,,,FALSE,
A human adult is spreading some aerosolized agent to a printed sheet.,1,,,FALSE,
A pollen will cool some honey.,-2,pollen doesn't cool honey,Air,FALSE,
A tick hears a radiating sound ultrasonic.,0,,,FALSE,
A livestock sells zero guinea pigs a book publisher.,0,,,TRUE,
A flowering plant will kill a succulent.,1,,,FALSE,
A human child doesn't paint some whole milk.,2,,,FALSE,
Eight human children retrieved a field of study.,1,,,FALSE,
Who has not borrowed from a robotic joint a human adult?,1,,,FALSE,
A coffee plant is selling a sesame a business.,-2,coffee plants can't sell,AutonomousAgent,FALSE,
A human child was searching for a a natural language.,2,,,FALSE,
A human is giving some copper ore to null.,NULL,,,FALSE,
A human conveys with Mildred.,2,,,FALSE,
Three humans was transforming a physical quantity.,2,,,FALSE,
Five human children are treating an art studio.,2,,,FALSE,
Zero humans borrowed from 0 shoulder blades null.,NULL,,,FALSE,
UNK_FAC_3 bombs a summary.,NULL,,,FALSE,
A radial branches in the forearm won't be inflating with the gas.,0,,,FALSE,
Paula designed an organism.,2,,,FALSE,
4 human adults compounded with a hijab.,-1,"compounded is to mix something together, not what someone is wearing",,FALSE,
Hilda doesn't vandalise a dam.,2,,,FALSE,
A human child is not bringing a travel container to a LCAC.,0,what is LCAC?,,FALSE,
Zero humans lends a computer input device to null.,NULL,,,FALSE,
Four humans will be reproducing a DNA virus.,2,,,FALSE,
A monkey replaces a cell for a TV.,2,,,FALSE,
Who doesn't farm a non flowering plant?,2,,,FALSE,
A human examines a hominid.,2,,,FALSE,
A human is not inheritting a body part.,2,,,FALSE,
Zero human children will not seat a human child to a 10 common iliac arterys.,0,,,FALSE,
An organization of nations doesn't replace a nuclear weapon production facility for a Facility.,2,,,FALSE,
Zero bipeds reveal a cell internal membrane group.,0,,,FALSE,
A llama will be dumping a public park.,-2,missing preposition,InternalAttribute,TRUE,at
Monica pestles an Aegilops Speltoides.,2,,,FALSE,
A maize grain reached a duck.,2,,,FALSE,
Some caesium doesn't fire.,2,,,FALSE,
Some methanol doesn't poison 5 salmonella typhis.,1,,,FALSE,
A human child peels two skins from a microorganism.,2,,,FALSE,
Some beef melts.,2,,,FALSE,
A salmonella typhimurium killed 2 intracellular enveloped virion vaccinias.,0,,,FALSE,
A human child is forgiving a LAV-25 to null.,NULL,,,FALSE,
A human won't be performing.,2,,,FALSE,
A prokaryotic cell brays a mitochondrion.,-2,bray is a loud cry,HoofedMammal,FALSE,
A FGBMFI charges.,0,what is FGBMFI?,,FALSE,
An ulcer will be roughenning some wood.,-1,incorrect object,Device,FALSE,
Who is combining with 3.9220 ton masss of mycotoxin?,1,,,FALSE,
A human adult ideates a volcanic cone.,2,,,FALSE,
10 human children were kicking a right intermediate foot phalanx IV bone with a foot.,2,,,FALSE,
Who was subjecting some blood type o to null?,NULL,,,FALSE,
A human sorts a non null set.,NULL,,,FALSE,
A fish imbibes some skimmed milk.,-2,fish don't drink milk,AutonomousAgent,FALSE,
A human exhibits a global cross_functional team to null.,NULL,,,FALSE,
A human child is cleaning a daikon.,2,,,FALSE,
A voluntary muscle will be leaving a maritime claim area.,-1,,AutonomousAgent,FALSE,
A human runs Rita.,0,,,FALSE,
A human child was cleaning a projection slide.,,,,FALSE,
A human watered a maple tree.,2,,,FALSE,
Harold will inject some penicillin into a human child.,2,,,FALSE,
A physiologic process damaged a cholecyst.,2,,,FALSE,
Lilita was indicating a wing with a knock light.,0,,,FALSE,
5 humans will be voting.,2,,,FALSE,
A public evacuates from a Facility.,2,,,FALSE,
Irene sets a botanical tree.,2,,,FALSE,
A human submits a river mouth to a human adult.,-2,not able to submit a river,Artifact,FALSE,
A human child is toying.,2,,,FALSE,
A human child will be inoculating Ingrid with a cooling device.,1,,,FALSE,
Aaron will not be including a non null set.,NULL,,,FALSE,
A human painted a spur gear.,2,,,FALSE,
Mitchell immunises Max with a clutch.,-1,invalid object,BiologicallyActiveSubstance,FALSE,
A mollusk will hear a fearful voice utterance.,-2,mollusk don't hear ,AutonomousAgent,FALSE,
A human adult is not inheritting a saddle.,2,,,FALSE,
An arthropod finds from a museum.,-1,,,FALSE,
An escherichia coli0157 h7 will be killing a carnivore.,2,,,FALSE,
A sheep eats some palm oil.,2,,,FALSE,
Who interviews a man?,2,,,FALSE,
A cow is imbibing some whole milk.,2,,,FALSE,
5 protein synthesis tools will be nearing a Fitbit.,1,,,FALSE,
A primate was not watching at 5 throat bones.,-2,,"SentientAgent, ArtsEntertainmentAndRecreation,  
ContentBearingObject",FALSE,
A human child doesn't impersonate.,2,,,FALSE,
3.281 united states gallons of wine won't boil.,2,,,FALSE,
A sheep plugs a thorax bone.,-2,,,FALSE,
A human adult is telephoning 8 human adults a satellite phone.,2,,,FALSE,
A human child ciphers a physical quantity.,1,,,FALSE,
A savings and loans sells a permanent crop land a government cabinet.,0,,,FALSE,
Who is helping Augusta?,2,,,FALSE,
A head has not killed.,-1,invalid object,AutonomousAgent,FALSE,
A wholesale store has not sold a series an ascending aorta.,1,,,FALSE,
A fireplace burns.,2,,,FALSE,
Nine human youths advertised an uniform resource locator to a human youth.,2,,,FALSE,
A deity will be awarding a drivers license.,1,,,FALSE,
Who is comparing an artillery battery?,2,,,FALSE,
Who performs?,2,,,FALSE,
Amselm plants a grass plant.,2,,,FALSE,
A human was submitting a place descriptor to null.,NULL,,,FALSE,
An animal anatomical structure is closing.,2,,,FALSE,
Emma pipped a gatling gun.,-1,,Egg,FALSE,
Some steam boiled.,2,,,FALSE,
Max is binding a C.V. joint to some suspension.,2,,,FALSE,
A lamb was spraying some patron tequilla.,-2,,InternalAttribute,FALSE,
7 human children was ideating an educational process.,2,,,FALSE,
A human adult has not raised.,2,,,FALSE,
A left atrium will be stealing a body vessel from a Normisjon.,-2,,,FALSE,
A crematorium partakes a pelt a worker insect.,-2,,,FALSE,
A human will be processing a robot.,2,,,FALSE,
Three human children were paying a human child.,2,,,FALSE,
A credit union doesn't replace a registered bond for a Christian brethren.,2,,,FALSE,
A human will not be loaning a vocal fold to null.,NULL,,,FALSE,
A human is uploading a computer file.,2,,,FALSE,
A domestic animal will be nodding 8 left atria.,-1,,"Head, BodyPart",FALSE,
A car seat was not working.,2,,,FALSE,
Who was reding a test form?,,,,FALSE,
A forty foot half height container roughens 1.775 slugs of synthetic wicker.,0,,,FALSE,
Three human children were befriending Adam.,2,,,FALSE,
Who steals a gene from a radiological weapon?,1,,,FALSE,
Alan doesn't compare an entertainment company.,2,,,FALSE,
A throat will radiate six narrative texts six cereal grains.,0,,,FALSE,
A human adult stole a message from a nonprofit organization.,2,,,FALSE,
Laura was searching for a a physical address.,2,,,FALSE,
Eileen is computing an unit of frequency.,2,,,FALSE,
Florence was toying.,2,,,FALSE,
Who presented zero pay checks?,2,,,FALSE,
A criminal gang protects a mobile residence.,2,,,FALSE,
A cantilever object turns.,2,,,FALSE,
A vine interchanged a gulf for a lake region.,-1,a vine can't interchange,AutonomousAgent,FALSE,
A human doesn't transform a function quantity.,2,,,FALSE,
4 carnivores attacks.,2,,,FALSE,
Max doesn't grow eight cabbage plants.,2,,,FALSE,
A mosquito runs a crustacean.,-2,,Pursuing,TRUE,after
A salvation army mission will be losing some fermium.,1,,,FALSE,
Five humans will not be stealing a police facility from a public.,2,,,FALSE,
A human interpreted a biography.,2,,,FALSE,
Who doesn't raise 10 hominids?,2,,,FALSE,
An egg yolk will melt.,2,,,FALSE,
A human child recalls a taxonomy.,2,,,FALSE,
A human understood two factual texts.,2,,,FALSE,
Maurice will be creating a name.,2,,,FALSE,
Walter steals some fat tissue from a military service.,1,,,FALSE,
3 cereal grass plants will sell a british pound coin a book publisher.,0,,,FALSE,
A salvation army mission will select the ferry boat.,2,,,FALSE,
A human compared an Evangeliska Frikyrkan church.,2,,,FALSE,
A vertebrate dreams.,2,,,FALSE,
A chain will not compound with an involuntary muscle.,1,,,FALSE,
